관광지명,주소,주소_시,장소 카테고리,대분류,중분류,소분류,총 방문자수,기준월,3월 방문자수,월요일방문자수,화요일방문자수,수요일방문자수,목요일방문자수,금요일방문자수,토요일방문자수,일요일방문자수,위도,경도
손맛촌,제주특별자치도 제주시 조천읍 비자림로 661 ,제주시,음식점,음식,음식점,한식,290.0,3.0,30.0,4.0,2.0,4.0,5.0,2.0,4.0,9.0,33.4372651,126.6774482
손지오름,제주특별자치도 제주시 구좌읍 종달리 산 52,제주시,관광지,자연,자연관광지,산,913.0,3.0,80.0,14.0,9.0,12.0,11.0,13.0,8.0,13.0,33.4561423,126.8188084
솔동산고기국수,제주특별자치도 서귀포시 부두로 23 유림갈비 ,서귀포시,음식점,음식,음식점,한식,197.0,3.0,22.0,6.0,2.0,4.0,2.0,3.0,1.0,4.0,33.2429797,126.5652584
송당나무,제주특별자치도 제주시 구좌읍 송당5길 68-140 ,제주시,음식점,음식,음식점,카페/전통찻집,612.0,3.0,61.0,6.0,10.0,5.0,10.0,14.0,6.0,10.0,33.4769712,126.7890647
송당승마장,제주특별자치도 제주시 구좌읍 번영로 2015 ,제주시,레포츠,레포츠,육상 레포츠,승마,2610.0,3.0,253.0,42.0,28.0,45.0,34.0,46.0,33.0,25.0,33.4362132,126.7378524
송악산,제주특별자치도 서귀포시 대정읍 송악관광로 (상모리),서귀포시,관광지,자연,자연관광지,산,9965.0,3.0,993.0,153.0,159.0,158.0,174.0,123.0,97.0,129.0,33.2077419,126.2909048
송악산둘레길,제주특별자치도 서귀포시 대정읍 상모리 245,서귀포시,관광지,레포츠,육상 레포츠,트래킹,18146.0,3.0,241.0,46.0,36.0,44.0,47.0,34.0,14.0,20.0,33.2077419,126.2909048
송악카트체험장,제주특별자치도 서귀포시 대정읍 송악관광로 404 ,서귀포시,레포츠,레포츠,육상 레포츠,카트,540.0,3.0,51.0,9.0,5.0,6.0,11.0,5.0,10.0,5.0,33.2085318,126.2894054
쇠소깍,제주특별자치도 서귀포시 쇠소깍로 128 (하효동),서귀포시,관광지,자연,자연관광지,계곡,38097.0,3.0,4710.0,634.0,657.0,769.0,723.0,668.0,575.0,684.0,33.2522494,126.6230068
수다뜰,제주특별자치도 제주시 명림로 164 ,제주시,음식점,음식,음식점,한식,259.0,3.0,27.0,5.0,4.0,1.0,7.0,3.0,5.0,2.0,33.4918919,126.8931112
수목원테마파크,제주특별자치도 제주시 은수길 69 ,제주시,관광지,인문(문화/예술/역사),휴양관광지,테마공원,3236.0,3.0,293.0,54.0,44.0,38.0,51.0,43.0,20.0,43.0,33.4705937,126.4883601
수애기베이커리,제주특별자치도 서귀포시 동일하모로98번길 48-59 ,서귀포시,음식점,음식,음식점,카페/전통찻집,312.0,3.0,26.0,3.0,5.0,8.0,1.0,5.0,1.0,3.0,33.2222745,126.2442216
수월봉,제주특별자치도 제주시 한경면 고산리 3760 ,제주시,관광지,자연,자연관광지,산,12795.0,3.0,1506.0,170.0,175.0,247.0,319.0,214.0,186.0,195.0,33.29476640000001,126.1634255
순두부엔짬뽕,제주특별자치도 제주시 통물길 30 ,제주시,음식점,음식,음식점,한식,330.0,3.0,38.0,7.0,6.0,7.0,6.0,5.0,5.0,2.0,33.4894428,126.4347767
순례자의교회,제주특별자치도 제주시 한경면 일주서로 3960-24 ,제주시,관광지,인문(문화/예술/역사),역사관광지,종교성지,2494.0,3.0,211.0,34.0,23.0,32.0,37.0,32.0,29.0,24.0,33.3198062,126.1805485
술도가제주바당,제주특별자치도 제주시 구좌읍 한동로 27 1층,제주시,음식점,음식,음식점,한식,631.0,3.0,82.0,13.0,18.0,10.0,21.0,7.0,4.0,9.0,33.4934462,126.8991145
쉬리의언덕,제주특별자치도 서귀포시 색달동 3093-1,서귀포시,관광지,자연,자연관광지,자연생태관광지,1722.0,3.0,193.0,24.0,30.0,27.0,38.0,26.0,20.0,28.0,33.245437,126.405584
스누피가든,제주특별자치도 제주시 구좌읍 금백조로 930 스누피 공원,제주시,관광지,인문(문화/예술/역사),휴양관광지,테마공원,4482.0,3.0,435.0,41.0,54.0,61.0,62.0,142.0,33.0,42.0,33.4435555,126.7785412
스모크하우스인구억,제주특별자치도 서귀포시 보성구억로 223 ,서귀포시,음식점,음식,음식점,서양식,264.0,3.0,35.0,6.0,6.0,5.0,5.0,4.0,6.0,3.0,33.2707898,126.2783557
스타빌,제주특별자치도 서귀포시 광평로 34-154 ,서귀포시,레포츠,레포츠,육상 레포츠,"야영장,오토캠핑장",910.0,3.0,101.0,13.0,13.0,20.0,13.0,20.0,9.0,13.0,33.3394896,126.3947221
스테이위드커피,제주특별자치도 제주시 해안마을5길 29 ,제주시,음식점,음식,음식점,카페/전통찻집,274.0,3.0,16.0,2.0,1.0,3.0,7.0,1.0,1.0,1.0,33.4582363,126.4557217
스팅그레이,제주특별자치도 제주시 대한로 860-41 ,제주시,음식점,음식,음식점,카페/전통찻집,261.0,3.0,24.0,7.0,2.0,4.0,3.0,2.0,3.0,3.0,33.3039144,126.2474825
시골길,제주특별자치도 제주시 연동13길 9 ,제주시,음식점,음식,음식점,한식,228.0,3.0,28.0,3.0,5.0,5.0,6.0,5.0,1.0,3.0,33.4888634,126.4947318
시스터필드,제주특별자치도 서귀포시 월드컵로 8 ,서귀포시,음식점,음식,음식점,카페/전통찻집,266.0,3.0,28.0,6.0,4.0,2.0,2.0,4.0,5.0,5.0,33.2490866,126.506951
신도포구,제주특별자치도 서귀포시 대정읍 신도리 3046-2 ,서귀포시,관광지,자연,자연관광지,항구/포구,569.0,3.0,60.0,12.0,12.0,8.0,10.0,8.0,5.0,5.0,33.2832753,126.1916943
신비의도로,제주특별자치도 제주시 노형동 ,제주시,관광지,인문(문화/예술/역사),체험관광지,이색체험,4799.0,3.0,442.0,60.0,69.0,97.0,73.0,66.0,39.0,38.0,33.4511084,126.4872373
신산공원,제주특별자치도 제주시 신산로 92-12 (일도이동),제주시,관광지,인문(문화/예술/역사),휴양관광지,공원,1336.0,3.0,201.0,20.0,28.0,45.0,40.0,22.0,17.0,29.0,33.505296,126.5336622
신설오름,제주특별자치도 제주시 고마로17길 2 (일도이동),제주시,음식점,음식,음식점,한식,844.0,3.0,95.0,14.0,14.0,12.0,12.0,18.0,11.0,14.0,33.5054457,126.5415639
신양섭지해수욕장,제주특별자치도 서귀포시 성산읍 섭지코지로 107 ,서귀포시,관광지,자연,자연관광지,해수욕장,2736.0,3.0,247.0,36.0,30.0,35.0,43.0,53.0,22.0,28.0,33.4300919,126.9272996
신의한모,제주특별자치도 제주시 하귀14길 11-1 ,제주시,음식점,음식,음식점,한식,325.0,3.0,33.0,4.0,4.0,7.0,5.0,7.0,2.0,4.0,33.4854767,126.4080059
신창풍차해안도로,제주특별자치도 제주시 한경면 신창리 1322-1 ,제주시,관광지,자연,자연관광지,자연생태관광지,8862.0,3.0,747.0,95.0,100.0,131.0,101.0,146.0,86.0,88.0,33.3434277,126.1739088
신화워터파크,제주특별자치도 서귀포시 신화역사로304번길 38 ,서귀포시,관광지,인문(문화/예술/역사),산업관광지,기타,2330.0,3.0,170.0,20.0,18.0,31.0,29.0,31.0,18.0,23.0,33.3071802,126.3174379
신화테마파크,제주특별자치도 서귀포시 안덕면 신화역사로304번길 98 ,서귀포시,관광지,인문(문화/예술/역사),산업관광지,기타,3802.0,3.0,435.0,65.0,56.0,55.0,62.0,117.0,30.0,50.0,33.3060039,126.3118145
심바카레,제주특별자치도 제주시 애월읍 애월로 87-16 ,제주시,음식점,음식,음식점,일식,238.0,3.0,20.0,5.0,1.0,2.0,3.0,6.0,1.0,2.0,33.4482913,126.302271
쌍둥이횟집본점,제주특별자치도 서귀포시 중정로62번길 14 (서귀동),서귀포시,음식점,음식,음식점,한식,630.0,3.0,72.0,11.0,11.0,7.0,10.0,11.0,14.0,8.0,33.2466261,126.5629534
썬셋클리프,제주특별자치도 제주시 애월로1길 19-8 ,제주시,음식점,음식,음식점,카페/전통찻집,224.0,3.0,25.0,3.0,4.0,2.0,8.0,4.0,2.0,2.0,33.461839,126.3107057
씨리얼,제주특별자치도 제주시 한림읍 명랑로 26 ,제주시,음식점,음식,음식점,카페/전통찻집,146.0,3.0,15.0,4.0,3.0,2.0,3.0,2.0,0.0,1.0,33.4143257,126.2674268
씨오르리조트,제주특별자치도 서귀포시 이어도로 989 ,서귀포시,숙박,인문(문화/예술/역사),휴양관광지,관광단지,393.0,3.0,49.0,2.0,8.0,13.0,5.0,12.0,3.0,6.0,33.2423556,126.518405
아끈다랑쉬,제주특별자치도 제주시 구좌읍 세화리 2593 ,제주시,관광지,자연,자연관광지,산,1979.0,3.0,194.0,22.0,41.0,22.0,33.0,21.0,27.0,28.0,33.4754137,126.8302981
아날로그감귤밭,제주특별자치도 제주시 해안마을8길 46 (해안동),제주시,관광지,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,2457.0,3.0,229.0,27.0,37.0,36.0,45.0,40.0,21.0,23.0,33.455681,126.4509292
아뜰리에안,제주특별자치도 서귀포시 막숙포로 166 ,서귀포시,음식점,음식,음식점,카페/전통찻집,152.0,3.0,14.0,2.0,3.0,3.0,0.0,0.0,3.0,3.0,33.2315085,126.5060228
아라리오뮤지엄동문모텔2,제주특별자치도 제주시 산지로 23 ,제주시,문화시설,인문(문화/예술/역사),문화시설,미술관/화랑,445.0,3.0,29.0,2.0,3.0,10.0,4.0,5.0,3.0,2.0,33.5149589,126.5293687
아라리오뮤지엄탑동시네마,제주특별자치도 제주시 탑동로 14 ,제주시,문화시설,인문(문화/예술/역사),문화시설,미술관/화랑,1003.0,3.0,100.0,12.0,16.0,19.0,13.0,18.0,9.0,13.0,33.5120406,126.5215055
아름다운리조트,제주특별자치도 서귀포시 성산읍 해맞이해안로 2644 ,서귀포시,숙박,숙박,숙박시설,콘도미니엄,422.0,3.0,46.0,3.0,10.0,12.0,6.0,9.0,2.0,4.0,33.4752576,126.9101107
아부오름,제주특별자치도 제주시 구좌읍 금백조로 (구좌읍),제주시,관광지,자연,자연관광지,산,9135.0,3.0,1155.0,117.0,160.0,223.0,169.0,168.0,144.0,174.0,33.4476259,126.7772967
아줄레주,제주특별자치도 서귀포시 신풍하동로19번길 59 ,서귀포시,음식점,음식,음식점,카페/전통찻집,355.0,3.0,35.0,3.0,10.0,3.0,8.0,4.0,3.0,4.0,33.3668229,126.8391408
아침미소목장,제주특별자치도 제주시 첨단동길 160-20 (월평동),제주시,관광지,인문(문화/예술/역사),산업관광지,기타,2825.0,3.0,286.0,49.0,46.0,42.0,56.0,48.0,27.0,18.0,33.4544337,126.5864979
아침의향기,제주특별자치도 서귀포시 색달중앙로 122 ,서귀포시,숙박,숙박,숙박시설,펜션,244.0,3.0,60.0,6.0,6.0,6.0,29.0,5.0,6.0,2.0,33.2656267,126.4143812
아프리카박물관,제주특별자치도 서귀포시 이어도로 49 (대포동),서귀포시,문화시설,인문(문화/예술/역사),문화시설,박물관,1902.0,3.0,168.0,24.0,24.0,23.0,33.0,25.0,18.0,21.0,33.2398593,126.4290352
안거리밖거리,제주특별자치도 서귀포시 솔동산로 6-1 ,서귀포시,음식점,음식,음식점,한식,606.0,3.0,73.0,9.0,7.0,12.0,12.0,11.0,11.0,11.0,33.2442829,126.5641032
안덕계곡,제주특별자치도 서귀포시 안덕면 일주서로 1524 ,서귀포시,관광지,자연,자연관광지,계곡,4621.0,3.0,396.0,57.0,58.0,69.0,63.0,63.0,38.0,48.0,33.258442,126.3529777
안돌오름,제주특별자치도 제주시 구좌읍 송당리 산 66-2 ,제주시,관광지,자연,자연관광지,산,3390.0,3.0,246.0,41.0,29.0,40.0,29.0,50.0,32.0,25.0,33.4572421,126.7561096
알프스승마장포니,제주특별자치도 서귀포시 표선면 서성일로 73 ,서귀포시,레포츠,레포츠,육상 레포츠,승마,549.0,3.0,52.0,5.0,4.0,11.0,9.0,11.0,6.0,6.0,33.3982708,126.8021819
앞뱅디식당,제주특별자치도 제주시 선덕로 26 ,제주시,음식점,음식,음식점,한식,603.0,3.0,66.0,7.0,8.0,7.0,13.0,16.0,9.0,6.0,33.4853905,126.4999422
애월더선셋,제주특별자치도 제주시 일주서로 6111 ,제주시,음식점,음식,음식점,카페/전통찻집,1163.0,3.0,112.0,9.0,23.0,19.0,26.0,14.0,11.0,10.0,33.4560301,126.308844
애월빵공장앤카페,제주특별자치도 제주시 애월읍 금성5길 42-15 ,제주시,음식점,음식,음식점,카페/전통찻집,409.0,3.0,46.0,10.0,8.0,4.0,8.0,9.0,5.0,2.0,33.4482659,126.3016534
야크마을,제주특별자치도 서귀포시 색달중앙로 162 ,서귀포시,숙박,숙박,숙박시설,콘도미니엄,1558.0,3.0,153.0,18.0,24.0,26.0,29.0,30.0,11.0,15.0,33.2685348,126.4165519
약천사,제주특별자치도 서귀포시 이어도로 293-28 (대포동),서귀포시,관광지,인문(문화/예술/역사),역사관광지,사찰,4177.0,3.0,446.0,61.0,64.0,71.0,72.0,69.0,45.0,64.0,33.2461046,126.4495188
양가형제,제주특별자치도 제주시 청수동8길 3 ,제주시,음식점,음식,음식점,서양식,1204.0,3.0,131.0,18.0,16.0,19.0,35.0,20.0,7.0,16.0,33.3073191,126.2539604
어머니닭집,제주특별자치도 서귀포시 고성오조로 13 어머니밥집 ,서귀포시,음식점,음식,음식점,한식,262.0,3.0,22.0,2.0,3.0,3.0,6.0,4.0,2.0,2.0,33.4452792,126.9134015
어승생,제주특별자치도 제주시 해안동 산220-12 (일대),제주시,관광지,자연,자연관광지,산,6592.0,3.0,253.0,43.0,46.0,47.0,40.0,37.0,18.0,22.0,33.4569871,126.4586514
어영공원,제주특별자치도 제주시 서해안로 451 (용담삼동) ,제주시,관광지,인문(문화/예술/역사),휴양관광지,공원,1250.0,3.0,119.0,17.0,18.0,20.0,18.0,22.0,8.0,16.0,33.5177971,126.4877926
어우늘,제주특별자치도 제주시 연북로 222 ,제주시,음식점,음식,음식점,한식,409.0,3.0,29.0,3.0,2.0,8.0,6.0,4.0,6.0,0.0,33.4811504,126.5050546
엉덩물계곡,제주특별자치도 서귀포시 중문관광로 192 (중문동),서귀포시,관광지,자연,자연관광지,계곡,5162.0,3.0,1675.0,232.0,196.0,290.0,268.0,289.0,197.0,203.0,33.2473317,126.4180777
엉또폭포,제주특별자치도 서귀포시 엉또로 104 (강정동) ,서귀포시,관광지,자연,자연관광지,폭포,4123.0,3.0,285.0,27.0,60.0,50.0,33.0,47.0,27.0,41.0,33.2604907,126.4948354
엉알해안,제주특별자치도 제주시 한경면 고산리 3671-1,제주시,관광지,자연,자연관광지,해안절경,1576.0,3.0,149.0,23.0,24.0,22.0,24.0,23.0,14.0,19.0,33.2988351,126.1686043
엉알해안산책로,제주특별자치도 제주시 한경면 노을해안로 1143 ,제주시,관광지,자연,자연관광지,해안절경,2032.0,3.0,199.0,29.0,24.0,34.0,33.0,36.0,18.0,25.0,33.3080027,126.164116
에오마르,제주특별자치도 제주시 선사로8길 13-6 (삼양일동),제주시,음식점,음식,음식점,카페/전통찻집,268.0,3.0,24.0,5.0,2.0,3.0,7.0,1.0,2.0,4.0,33.5256798,126.586479
에코그린리조트,제주특별자치도 제주시 한림읍 귀덕6길 94 ,제주시,관광지,인문(문화/예술/역사),휴양관광지,관광단지,405.0,3.0,49.0,14.0,5.0,7.0,7.0,3.0,7.0,6.0,33.4357006,126.2915662
엠버리조트,제주특별자치도 제주시 1100로 2671-51 (노형동),제주시,숙박,숙박,숙박시설,게스트하우스,47.0,3.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,33.4236848,126.4889875
여미지식물원,제주특별자치도 서귀포시 중문관광로 93 (색달동),서귀포시,관광지,자연,자연관광지,수목원,11337.0,3.0,1139.0,221.0,167.0,173.0,156.0,144.0,119.0,159.0,33.2531755,126.4149952
연대포구,제주특별자치도 제주시 연대마을길 34-10 (외도이동),제주시,관광지,자연,자연관광지,항구/포구,428.0,3.0,39.0,8.0,6.0,5.0,8.0,2.0,6.0,4.0,33.4933077,126.4287763
연미정,제주특별자치도 제주시 세평항로 14 ,제주시,음식점,음식,음식점,한식,451.0,3.0,48.0,6.0,5.0,7.0,14.0,6.0,4.0,6.0,33.5246567,126.853821
연북정,제주특별자치도 제주시 조천읍 조천리 ,제주시,관광지,인문(문화/예술/역사),역사관광지,유적지/사적지,927.0,3.0,89.0,17.0,13.0,17.0,12.0,15.0,7.0,8.0,33.5401964,126.6359829
연정식당,제주특별자치도 제주시 신광로10길 29 ,제주시,음식점,음식,음식점,한식,322.0,3.0,24.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,33.4837868,126.4867686
연화못,제주특별자치도 제주시 애월읍 하가로 (애월읍),제주시,관광지,자연,자연관광지,호수,1051.0,3.0,115.0,18.0,11.0,20.0,16.0,27.0,4.0,19.0,33.4431446,126.3556046
연화키친,제주특별자치도 제주시 상가로 51 ,제주시,음식점,음식,음식점,한식,286.0,3.0,29.0,5.0,4.0,4.0,7.0,4.0,2.0,3.0,33.4489093,126.3439909
영주말가든,제주특별자치도 제주시 연북로 196 ,제주시,음식점,음식,음식점,한식,286.0,3.0,35.0,5.0,4.0,4.0,8.0,4.0,4.0,6.0,33.4812401,126.5019857
영주산,제주특별자치도 서귀포시 표선면 서성일로 73-51 ,서귀포시,관광지,자연,자연관광지,산,1314.0,3.0,142.0,17.0,14.0,22.0,27.0,24.0,12.0,26.0,33.3804615,126.7929855
예이츠산장,제주특별자치도 서귀포시 남원읍 516로 918 ,서귀포시,숙박,숙박,숙박시설,펜션,394.0,3.0,26.0,2.0,5.0,2.0,5.0,3.0,5.0,4.0,33.3253567,126.6009507
오는정김밥,제주특별자치도 서귀포시 동문동로 2 ,서귀포시,음식점,음식,음식점,한식,954.0,3.0,78.0,16.0,11.0,10.0,9.0,12.0,11.0,9.0,33.2496387,126.5676162
오드랑베이커리,제주특별자치도 제주시 조함해안로 552-3 ,제주시,음식점,음식,음식점,카페/전통찻집,331.0,3.0,40.0,5.0,4.0,6.0,10.0,7.0,5.0,3.0,33.5421498,126.6716084
오라디오라,제주특별자치도 서귀포시 사계로114번길 54-102 ,서귀포시,음식점,음식,음식점,카페/전통찻집,269.0,3.0,29.0,4.0,8.0,3.0,6.0,1.0,3.0,4.0,33.2351092,126.3081703
오라숲소리,제주특별자치도 제주시 오라로 80 ,제주시,음식점,음식,음식점,한식,598.0,3.0,109.0,12.0,23.0,26.0,10.0,14.0,9.0,15.0,33.4955216,126.5117879
오백나한,제주특별자치도 서귀포시 영실로 (하원동),서귀포시,관광지,자연,자연관광지,산,567.0,3.0,56.0,12.0,5.0,7.0,11.0,7.0,9.0,5.0,33.3331525,126.4761717
오설록티뮤지엄,제주특별자치도 서귀포시 안덕면 신화역사로 15 ,서귀포시,문화시설,인문(문화/예술/역사),문화시설,전시관,27291.0,3.0,1254.0,187.0,194.0,224.0,200.0,200.0,92.0,157.0,33.30601,126.2901309
오조포구,제주특별자치도 서귀포시 성산읍 오조로80번길 47 ,서귀포시,관광지,자연,자연관광지,항구/포구,1290.0,3.0,154.0,21.0,28.0,21.0,33.0,26.0,14.0,11.0,33.4605544,126.903981
오현단,제주특별자치도 제주시 오현길 61 (이도일동),제주시,관광지,인문(문화/예술/역사),역사관광지,유적지/사적지,836.0,3.0,78.0,20.0,11.0,7.0,15.0,12.0,7.0,6.0,33.5104855,126.5257264
옥돔마을,제주특별자치도 서귀포시 남원읍 남태해안로 509 ,서귀포시,음식점,음식,음식점,한식,928.0,3.0,99.0,8.0,15.0,11.0,13.0,23.0,15.0,14.0,33.2865197,126.7505763
옥돔식당,제주특별자치도 서귀포시 대정읍 신영로36번길 62 ,서귀포시,음식점,음식,음식점,한식,621.0,3.0,55.0,6.0,11.0,8.0,10.0,12.0,2.0,6.0,33.2199721,126.2490267
온오프,제주특별자치도 제주시 우도면 우도해안길 876 ,제주시,음식점,음식,음식점,한식,218.0,3.0,25.0,6.0,3.0,4.0,4.0,5.0,3.0,0.0,33.5129245,126.9614204
올디벗구디,제주특별자치도 서귀포시 일주서로 330 ,서귀포시,음식점,음식,음식점,카페/전통찻집,164.0,3.0,18.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,33.2529389,126.4735483
올래국수,제주특별자치도 제주시 귀아랑길 24 ,제주시,음식점,음식,음식점,한식,2835.0,3.0,268.0,26.0,39.0,41.0,59.0,42.0,30.0,31.0,33.4915195,126.4972577
올티스,제주특별자치도 제주시 조천읍 거문오름길 (23-58) ,제주시,음식점,음식,음식점,카페/전통찻집,292.0,3.0,31.0,5.0,7.0,8.0,1.0,3.0,3.0,4.0,33.46311,126.7171488
옷귀마테마타운,제주특별자치도 서귀포시 남원읍 서성로 955-117 ,서귀포시,레포츠,레포츠,육상 레포츠,승마,921.0,3.0,98.0,14.0,18.0,9.0,13.0,32.0,4.0,8.0,33.31887750000001,126.6742738
옹포별장가든,제주특별자치도 제주시 한림읍 한림상로 24 ,제주시,음식점,음식,음식점,한식,314.0,3.0,38.0,5.0,4.0,6.0,7.0,5.0,4.0,7.0,33.4049801,126.2580119
와토커피,제주특별자치도 서귀포시 동일하모로 238 ,서귀포시,음식점,음식,음식점,카페/전통찻집,293.0,3.0,37.0,7.0,5.0,6.0,3.0,5.0,5.0,6.0,33.2253845,126.2565579
왈종미술관,제주특별자치도 서귀포시 칠십리로214번길 30 (동홍동),서귀포시,문화시설,인문(문화/예술/역사),문화시설,미술관/화랑,1195.0,3.0,84.0,12.0,14.0,16.0,12.0,14.0,8.0,8.0,33.2452,126.5737004
왕이메오름,제주특별자치도 서귀포시 안덕면 광평리 산 79,서귀포시,관광지,자연,자연관광지,산,2261.0,3.0,257.0,24.0,31.0,52.0,46.0,35.0,30.0,39.0,33.3409904,126.3751964
외도339,제주특별자치도 제주시 일주서로 7345 ,제주시,음식점,음식,음식점,카페/전통찻집,334.0,3.0,28.0,8.0,4.0,2.0,4.0,4.0,3.0,3.0,33.4937115,126.4317309
외돌개,제주특별자치도 서귀포시 서흥동 791,서귀포시,관광지,자연,관광자원,기암괴석,8990.0,3.0,884.0,130.0,132.0,145.0,148.0,138.0,87.0,104.0,33.2400761,126.5456641
용꽈배기,제주특별자치도 제주시 수덕5길 85-7 ,제주시,음식점,음식,음식점,한식,186.0,3.0,16.0,2.0,1.0,2.0,2.0,4.0,0.0,5.0,33.4999308,126.5269289
용눈이오름,제주특별자치도 제주시 구좌읍 종달논길 ,제주시,관광지,자연,자연관광지,산,10449.0,3.0,631.0,84.0,111.0,98.0,78.0,108.0,75.0,77.0,33.4612401,126.8335548
용담레포츠공원,제주특별자치도 제주시 서해안로 580 (용담삼동) ,제주시,관광지,인문(문화/예술/역사),휴양관광지,공원,1821.0,3.0,167.0,31.0,30.0,27.0,22.0,25.0,15.0,17.0,33.518341,126.4989767
용두암,제주특별자치도 제주시 용두암길 (제주올레길17코스),제주시,관광지,자연,자연관광지,해안절경,16135.0,3.0,1658.0,251.0,233.0,299.0,249.0,282.0,173.0,171.0,33.5150353,126.5119671
용머리해안,제주특별자치도 서귀포시 안덕면 사계리 118-3 ,서귀포시,관광지,자연,자연관광지,해안절경,48526.0,3.0,4167.0,585.0,627.0,643.0,701.0,635.0,441.0,535.0,33.2383758,126.3026575
용수항,제주특별자치도 제주시 한경면 용수리 4234-4 ,제주시,관광지,자연,자연관광지,항구/포구,443.0,3.0,54.0,8.0,3.0,11.0,8.0,8.0,5.0,11.0,33.3238904,126.1799307
용연,제주특별자치도 제주시 용담일동 2581-4,제주시,관광지,자연,자연관광지,계곡,4859.0,3.0,458.0,69.0,64.0,77.0,77.0,69.0,44.0,58.0,33.5152142,126.5139637
용이식당,제주특별자치도 서귀포시 중앙로79번길 9 ,서귀포시,음식점,음식,음식점,한식,235.0,3.0,25.0,2.0,3.0,2.0,8.0,2.0,2.0,6.0,33.2509738,126.5603568
용출횟집,제주특별자치도 제주시 서해안로 660 ,제주시,음식점,음식,음식점,한식,130.0,3.0,12.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,33.5155305,126.5077952
우도등대,제주특별자치도 제주시 우도면 우도봉길 105 (우도면) 부근,제주시,관광지,자연,자연관광지,등대,1336.0,3.0,146.0,21.0,12.0,30.0,25.0,19.0,12.0,27.0,33.4928776,126.9654349
우도짜장맨,제주특별자치도 제주시 우도면 우도해안길 1132 ,제주시,음식점,음식,음식점,중식,416.0,3.0,59.0,10.0,7.0,7.0,8.0,7.0,7.0,13.0,33.4978514,126.9676091
우도해녀식당,제주특별자치도 제주시 우도면 우도해안길 440 ,제주시,음식점,음식,음식점,한식,403.0,3.0,45.0,8.0,5.0,7.0,9.0,8.0,5.0,3.0,33.5144988,126.9489479
우유부단,제주특별자치도 제주시 금악동길 38 ,제주시,음식점,음식,음식점,카페/전통찻집,1404.0,3.0,232.0,32.0,34.0,44.0,39.0,36.0,22.0,25.0,33.3476667,126.3282377
우진해장국,제주특별자치도 제주시 서사로 11 ,제주시,음식점,음식,음식점,한식,2273.0,3.0,217.0,37.0,25.0,31.0,42.0,33.0,28.0,21.0,33.5115212,126.5200396
울트라마린,제주특별자치도 제주시 일주서로 4611 ,제주시,음식점,음식,음식점,카페/전통찻집,505.0,3.0,52.0,5.0,11.0,7.0,6.0,13.0,1.0,9.0,33.3694426,126.2060776
원앤온리,제주특별자치도 서귀포시 산방로 141 원앤온리 ,서귀포시,음식점,음식,음식점,카페/전통찻집,484.0,3.0,62.0,10.0,14.0,7.0,9.0,6.0,6.0,10.0,33.2392241,126.3193748
월령선인장군락지,제주특별자치도 제주시 한림읍 월령3길 27-4 ,제주시,관광지,자연,자연관광지,자연생태관광지,5452.0,3.0,666.0,84.0,88.0,120.0,113.0,82.0,73.0,106.0,33.3778976,126.2157287
월령포구,제주특별자치도 제주시 한림읍 월령리 317-1 ,제주시,관광지,자연,자연관광지,항구/포구,670.0,3.0,85.0,7.0,12.0,16.0,13.0,19.0,8.0,10.0,33.3764716,126.2852587
월정리갈비밥,제주특별자치도 제주시 구좌읍 월정7길 46 ,제주시,음식점,음식,음식점,한식,382.0,3.0,48.0,7.0,3.0,10.0,9.0,4.0,5.0,10.0,33.5548338,126.7967867
월정리해변,제주특별자치도 제주시 구좌읍 해맞이해안로 480-1 ,제주시,관광지,자연,자연관광지,해수욕장,14585.0,3.0,1083.0,171.0,133.0,181.0,174.0,206.0,99.0,119.0,33.5551118,126.798641
월정리해안도로,제주특별자치도 제주시 구좌읍 월정리 652-4 ,제주시,관광지,자연,자연관광지,자연생태관광지,1135.0,3.0,92.0,10.0,11.0,13.0,19.0,15.0,9.0,15.0,33.5562207,126.7958759
월평포구,제주특별자치도 서귀포시 말질로 462 (월평동),서귀포시,관광지,자연,자연관광지,항구/포구,951.0,3.0,81.0,14.0,13.0,14.0,13.0,14.0,5.0,8.0,33.2347976,126.4637715
웬드구니,제주특별자치도 서귀포시 안덕면 사계신항로 1 ,서귀포시,음식점,음식,음식점,카페/전통찻집,2531.0,3.0,317.0,40.0,40.0,58.0,44.0,57.0,39.0,39.0,33.2500474,126.3209475
위미항,제주특별자치도 서귀포시 남원읍 위미중앙로196번길 6-13 ,서귀포시,관광지,자연,자연관광지,항구/포구,1353.0,3.0,148.0,25.0,20.0,25.0,24.0,27.0,13.0,14.0,33.2709905,126.6637262
윈드스톤,제주특별자치도 제주시 애월읍 광성로 272 ,제주시,음식점,음식,음식점,카페/전통찻집,76.0,3.0,8.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,33.4604277,126.4361207
윌라라,제주특별자치도 서귀포시 성산읍 성산중앙로 33 ,서귀포시,음식점,음식,음식점,서양식,258.0,3.0,16.0,3.0,3.0,2.0,3.0,1.0,3.0,1.0,33.4630272,126.9327639
